Gene	TCGA-3C-AAAU-01A-11R-A41G-13	TCGA-3C-AALI-01A-11R-A41G-13	TCGA-3C-AALJ-01A-31R-A41G-13	TCGA-3C-AALK-01A-11R-A41G-13	TCGA-4H-AAAK-01A-12R-A41G-13	TCGA-5L-AAT0-01A-12R-A41G-13	TCGA-5L-AAT1-01A-12R-A41G-13	TCGA-5T-A9QA-01A-11R-A41G-13	TCGA-A1-A0SB-01A-11R-A143-13	TCGA-A1-A0SD-01A-11R-A114-13	TCGA-A1-A0SF-01A-11R-A143-13	TCGA-A1-A0SG-01A-11R-A143-13	TCGA-A1-A0SI-01A-11R-A143-13	TCGA-A1-A0SN-01A-11R-A143-13	TCGA-A1-A0SQ-01A-21R-A143-13	TCGA-A2-A04N-01A-11R-A114-13	TCGA-A2-A04U-01A-11R-A114-13	TCGA-A2-A04W-01A-31R-A114-13	TCGA-A2-A0CK-01A-11R-A22I-13	TCGA-A2-A0CL-01A-11R-A114-13	TCGA-A2-A0CO-01A-13R-A22I-13	TCGA-A2-A0CR-01A-11R-A22I-13	TCGA-A2-A0CS-01A-11R-A114-13	TCGA-A2-A0CV-01A-31R-A114-13	TCGA-A2-A0CW-01A-21R-A114-13	TCGA-A2-A0D3-01A-11R-A114-13	TCGA-A2-A0EP-01A-52R-A22V-13	TCGA-A2-A0ES-01A-11R-A114-13	TCGA-A2-A0EW-01A-21R-A114-13	TCGA-A2-A0T3-01A-21R-A114-13	TCGA-A2-A1FV-01A-11R-A13P-13	TCGA-A2-A1FW-01A-11R-A13P-13	TCGA-A2-A1FX-01A-11R-A13P-13	TCGA-A2-A1FZ-01A-51R-A14C-13	TCGA-A2-A1G0-01A-11R-A13P-13	TCGA-A2-A1G1-01A-21R-A13P-13	TCGA-A2-A1G4-01A-11R-A13P-13	TCGA-A2-A1G6-01A-11R-A13P-13	TCGA-A2-A259-01A-11R-A16E-13	TCGA-A2-A25A-01A-12R-A16E-13	TCGA-A2-A25B-01A-11R-A168-13	TCGA-A2-A25C-01A-11R-A168-13	TCGA-A2-A25D-01A-12R-A16E-13	TCGA-A2-A25E-01A-11R-A168-13	TCGA-A2-A25F-01A-11R-A168-13	TCGA-A2-A3KC-01A-11R-A214-13	TCGA-A2-A3KD-01A-12R-A214-13	TCGA-A2-A3XS-01A-11R-A22V-13	TCGA-A2-A3XT-01A-11R-A22V-13
hsa-let-7a-5p|MIMAT0000062	35742.781934	30953.45365	33090.473678	36197.137602	43652.948224	40767.069474	44654.181757	54029.441338	49791.556029	49781.400357	20769.341433	34017.024503	21789.730764	14564.501097	57839.342989	10053.794699	28881.733566	15400.478215	46371.033524	24763.610751	55629.876206	20983.510107	39124.892789	42102.704229	24563.195647	62710.604659	32757.966817	25508.52142	31202.534665	17226.253954	180342.000703	90365.378497	40312.056097	27378.640276	109264.580266	43882.064739	69274.571358	32776.950708	29518.001411	47635.726857	21878.325145	22462.631376	30957.922115	17176.08481	19684.300191	54128.293579	56071.143076	16294.211203	20698.839828
hsa-let-7a-3p|MIMAT0004481	67.303561	23.124365	21.05118	26.87875	27.407055	31.709287	22.131458	73.183782	131.296697	34.335026	21.354612	37.538711	34.654321	22.03071	39.522936	7.91875	28.943757	26.753054	62.876784	23.514657	30.858063	33.17004	42.825431	32.618788	11.840781	43.608003	37.944425	46.885354	36.608102	41.519256	84.574895	80.910674	28.544847	27.922117	39.970949	41.30833	140.202102	33.010471	30.39454	22.820888	13.082517	25.0906	43.066743	20.388052	3.952671	11.006239	30.244045	30.587367	65.502653
hsa-let-7a-2-3p|MIMAT0010195	7.499004	1.10116	1.863907	4.901419	2.919095	2.186847	1.656901	2.75127	17.980122	13.149583	5.242749	6.951614	8.25103	4.130758	4.322821	3.016666	9.773217	6.278778	6.257879	6.548385	3.534404	2.822982	8.777883	19.394957	2.791041	7.267999	6.161079	25.690605	26.938037	12.427532	3.491623	4.789105	1.282914	17.847125	3.426082	153.376288	7.637468	17.931613	3.921876	0.883389	9.967631	27.27239	NA	13.592035	20.751521	2.684449	1.701228	7.750646	2.33938
hsa-let-7b-5p|MIMAT0000063	24695.437347	23346.167618	10946.391759	25986.691221	22174.73829	24408.085378	24995.529327	35025.318562	92858.128478	50969.489559	20442.628666	40085.782906	28774.639633	11954.41296	144554.511701	9931.9968	16273.532779	13090.70678	46194.620935	14932.99663	64843.521776	15460.627441	44607.878599	39308.948874	9107.929831	55889.394802	25971.489659	35528.177939	32853.352788	15674.789568	7645.10511	54841.306689	25094.767285	35175.242935	64756.074444	11842.485237	36676.762667	38133.612524	30502.392345	13506.724953	24718.476748	28892.370059	12330.883127	14918.957492	45116.771774	17527.305544	26687.726606	12644.072055	25501.922466
hsa-let-7b-3p|MIMAT0004482	53.992828	28.315547	10.74487	30.357175	29.353116	23.781964	30.297611	64.929973	194.018054	52.841844	41.430503	68.820971	76.32202	34.698366	151.298731	5.656249	24.433041	16.652412	57.214895	25.300578	64.163014	27.524078	56.12526	48.266994	18.099481	77.270322	39.802526	74.823884	71.834763	51.96968	15.518329	108.385017	32.393588	62.177079	140.183823	89.501376	367.144044	29.750176	96.085968	23.851506	96.561418	145.089116	20.860453	64.562166	135.378971	15.972472	52.549033	26.15843	77.19956
hsa-let-7c-5p|MIMAT0000064	337.361424	796.768003	631.535252	2904.802268	3288.684163	2242.61184	2469.847071	582.718997	10418.853201	2704.187464	3815.314581	2016.663016	2864.757376	1329.55323	828.128968	921.214478	910.036793	3794.566016	3072.916657	1916.890877	3230.444589	2716.697066	2085.944526	4863.946581	1469.948557	1726.341411	3591.811128	5873.193107	4873.712415	2011.000626	2473.233789	1948.157682	1504.2171	3392.105069	4082.175701	950.091513	1306.007194	7774.576807	3479.684681	4606.432487	1151.26128	2862.510065	1675.228987	1234.326685	3635.468896	3874.465487	3486.004659	3441.978936	950.791128
hsa-let-7d-5p|MIMAT0000065	177.913861	236.592118	276.625599	144.038474	155.847206	126.427105	188.88667	255.317861	404.761803	213.071951	135.160624	189.083879	139.029842	128.604261	76.575685	19.60833	710.061753	207.745664	155.850988	269.6744	106.983669	88.641645	204.019309	195.933139	135.154073	217.274961	170.847693	198.781048	165.081813	256.459071	114.44768	311.291852	73.126122	241.799752	137.328754	405.816064	313.136225	156.494077	78.437524	130.152663	548.842635	398.176897	132.228358	538.584389	180.834686	133.685568	106.988322	255.63292	164.425037
hsa-let-7d-3p|MIMAT0004484	228.250923	276.70581	343.726221	190.206679	194.444121	73.942773	125.569396	231.381811	991.415535	315.590001	158.305441	491.479061	183.172849	167.708766	516.26832	98.041654	689.763534	224.944058	110.406868	189.903165	68.648986	98.380935	413.890546	375.336489	429.482092	482.365726	182.094108	374.440548	212.050697	319.444061	39.959698	232.145585	109.368451	434.37598	167.59247	351.885746	645.366128	305.652494	666.718959	147.231519	1098.308244	935.988427	383.899634	1688.810356	1610.713319	97.177058	172.013029	277.085603	312.140215
hsa-let-7e-5p|MIMAT0000066	1447.213954	556.243168	2683.147691	1306.149114	1694.858631	827.448323	1422.094132	2238.433316	632.23125	1484.928875	614.424593	1005.898443	536.316904	265.745416	832.451788	351.441626	946.498408	945.092629	588.091643	610.785727	657.127134	391.547652	1185.280387	1073.995725	1172.998653	1037.028933	984.696858	653.183597	661.017969	941.950435	1350.870597	3604.179931	822.348113	1031.678934	2026.527006	890.423929	2974.794169	620.270793	1419.719193	1111.156263	1685.152468	1493.436082	1550.066265	1892.690883	966.427992	2388.354428	1563.995366	1027.79105	580.83479
hsa-let-7e-3p|MIMAT0004485	22.497013	4.247331	11.073796	15.020478	16.379364	12.02766	10.414803	13.75635	27.179253	13.393094	16.62335	20.159678	12.789095	5.507678	14.203555	2.2625	16.163396	18.290354	9.982806	8.631963	6.389115	11.997674	16.491781	14.987012	7.189046	10.710737	13.300107	21.515881	14.505096	17.511523	12.414664	40.07725	7.697487	20.14998	21.127502	9.562115	48.006947	15.486394	40.199232	11.63129	52.330059	67.635529	27.589632	73.90669	49.408384	8.187568	10.585415	18.684592	12.0311
hsa-let-7f-5p|MIMAT0000067	3639.172699	6573.296681	11867.599953	6454.694524	8266.388771	7526.854827	11225.738389	7812.781574	5589.308936	9601.630938	4136.912467	5671.821286	3518.238899	2762.37541	3538.537644	3221.799635	18203.742994	2613.609715	4861.776113	9736.555498	5239.616913	4521.994275	6776.260764	12687.828031	7062.096361	15641.119898	6775.524129	2693.98092	3948.839835	2542.560063	9183.747496	15810.349406	7531.028086	3854.978877	22430.267829	16292.309962	13548.869977	4993.546658	5885.755746	34405.355462	4181.420839	2022.52045	15480.81158	2983.451696	1485.216022	16915.11691	10894.473409	4144.519654	3283.153616
hsa-let-7f-1-3p|MIMAT0004486	2.155966	3.775406	2.412116	1.264882	1.946063	1.36678	2.840401	3.026397	6.272134	2.435108	1.918079	3.475807	0.825103	2.753838	3.08773	NA	3.75893	1.364951	2.08596	3.869501	1.495325	1.976087	2.659963	3.305958	1.522386	2.295158	2.347078	1.926796	0.690719	3.954215	0.775916	3.024698	1.282914	1.727141	2.855067	6.119752	9.274069	1.22261	NA	2.061242	4.983815	6.545373	0.336459	0.849502	2.964503	1.342224	3.024404	4.152132	4.678761
hsa-let-7f-2-3p|MIMAT0004487	0.468688	0.314617	0.109642	0.474331	NA	0.136678	0.4734	0.550254	0.418142	0.730532	0.63936	1.390322	NA	0.275384	0.617546	NA	2.631251	NA	1.191976	1.190616	0.271878	0.846895	1.595978	0.220397	0.338308	0.382526	0.782359	1.284531	NA	0.847332	0.387958	1.008233	0.320729	0.287857	0.285507	NA	1.6366	0.815073	NA	0.588926	NA	NA	1.345836	1.699004	NA	0.402667	0.567076	1.799257	1.336788
hsa-miR-15a-5p|MIMAT0000068	134.888328	125.060329	290.22115	161.114385	173.361772	263.241737	274.217051	370.045822	94.082029	57.22504	64.191707	91.761294	75.084365	84.26746	40.758026	15.083331	69.1643	73.161415	233.627488	130.074739	125.471319	151.029554	81.926917	72.290291	174.39781	112.08022	253.77777	41.104967	124.3294	109.870681	130.741926	134.599067	305.333622	131.838437	81.369429	193.537164	505.709548	55.832523	19.609381	105.859462	97.807372	57.817466	55.852181	58.615651	101.781271	275.424483	186.189923	175.911988	255.326684
hsa-miR-15a-3p|MIMAT0004488	0.093738	NA	0.219283	0.15811	0.162172	0.273356	0.2367	0.275127	NA	NA	0.127872	NA	0.412551	NA	NA	NA	0.751786	NA	0.297994	0.595308	NA	0.564596	0.265996	NA	0.169154	NA	0.293385	NA	0.690719	NA	NA	0.504116	0.320729	0.863571	NA	1.912423	2.727666	NA	NA	NA	NA	NA	NA	NA	NA	0.268445	NA	0.138404	1.002591
hsa-miR-16-5p|MIMAT0000069	662.06828	350.168922	361.926715	258.826546	253.15035	446.936904	450.676968	1099.957768	848.828989	393.756967	330.80467	558.909707	522.702701	460.166418	445.868094	61.841658	733.743008	370.720905	806.819418	1022.143365	417.603343	360.071396	513.905225	513.305159	396.666209	745.926381	570.144275	341.68503	506.98766	839.705741	613.361975	706.267022	578.273655	633.285062	286.934299	920.640208	2359.432375	155.271468	198.054748	542.695375	1019.190181	764.717821	377.170456	778.144006	345.858688	433.404315	371.623746	536.870651	830.814317
hsa-miR-16-1-3p|MIMAT0004489	4.499403	2.674247	7.565267	5.69197	4.054298	5.877152	5.562452	8.528937	6.272136	2.191598	2.173823	3.475807	2.475308	4.956909	2.470183	0.377083	6.766073	4.640836	7.598853	7.143693	2.446895	4.799069	4.787936	5.509931	4.651736	3.060211	5.57431	2.569061	6.907189	5.931322	1.939791	6.80557	8.018215	4.029996	2.569562	1.529939	6.546401	1.22261	NA	2.797399	1.868931	NA	1.009377	0.849502	NA	4.697785	4.158556	5.951387	9.691719
hsa-miR-17-5p|MIMAT0000070	372.138054	185.309519	648.200766	344.522323	360.021641	345.385184	231.847737	442.679351	910.29592	90.58602	159.584162	246.782272	86.223254	149.808816	75.958139	41.479162	960.782342	110.834086	253.295108	228.895822	116.635309	134.797404	135.126214	116.36974	769.312546	289.189921	253.77777	213.553143	140.906652	618.834604	237.430443	528.566005	203.021201	233.739761	180.15477	1141.333766	795.387837	167.905105	174.523491	112.337649	771.868359	323.995994	232.493118	583.608004	545.46856	262.941795	193.939962	1621.545912	968.503577
hsa-miR-17-3p|MIMAT0000071	327.237771	101.306732	382.539322	274.321354	228.500222	278.41299	169.477263	248.714813	361.275	82.306652	142.449324	109.140327	68.070992	69.121348	26.554471	101.812488	272.146485	75.345338	265.06588	135.432508	154.290298	208.618395	77.404979	119.675697	415.273154	161.426119	300.132553	123.63603	88.412016	243.749095	155.183297	232.90176	147.535152	97.007759	141.32585	278.448722	169.660917	169.942788	107.851596	118.374141	100.922256	54.544781	184.379491	150.361888	200.59804	307.100983	287.318463	1869.28978	1123.236901
hsa-miR-18a-5p|MIMAT0000072	5.905467	2.831554	9.867739	3.320316	3.567783	6.833899	4.378951	8.804064	9.617274	2.922131	4.859133	2.780645	2.062757	2.478456	1.235092	0.754166	39.092866	7.097748	4.320917	9.227271	3.806281	5.222518	1.329981	2.865163	9.388048	2.295157	14.57144	2.890194	2.762876	13.557308	3.879581	5.545281	5.131658	3.74214	2.855069	30.216278	9.274068	1.222611	0.980469	2.061243	3.114885	1.090896	7.402097	13.592035	1.976335	4.966231	4.914659	84.980298	25.064791
hsa-miR-18a-3p|MIMAT0002891	1.593539	0.471927	1.206058	0.31622	0.324344	0.273356	0.4734	1.925889	1.672569	0.243511	0.127872	NA	NA	0.275384	0.617546	0.377083	1.127679	0.81897	0.446991	1.48827	0.135939	0.564596	NA	0.881589	0.422885	1.912631	0.78236	0.642266	NA	1.41222	0.775916	2.77264	0.320729	0.863571	0.285507	10.709569	3.2732	0.815074	0.980469	0.147232	1.868931	1.090896	1.009377	6.796016	3.952671	0.268444	0.37805	8.996284	3.341971
hsa-miR-19a-5p|MIMAT0004490	0.093738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097795	NA	NA	0.282444	0.387958	NA	NA	NA	NA	0.382485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.415212	NA
hsa-miR-19a-3p|MIMAT0000073	18.934984	12.112761	17.761931	16.12725	12.64941	20.365015	14.675405	29.988843	53.104079	7.792346	15.216759	6.256451	9.076132	10.189203	1.852638	3.770833	51.121439	9.008681	29.054438	16.370962	11.146964	23.289604	7.979893	9.917874	13.363169	17.59621	34.912781	10.597375	8.288627	29.656612	11.638747	15.879665	27.903388	15.54427	9.70723	51.635409	58.372084	26.89742	1.960938	3.680788	9.344653	2.181791	9.757309	10.194026	1.976336	12.885355	14.365923	131.207367	98.588183
hsa-miR-19b-1-5p|MIMAT0004491	7.499004	5.033875	8.003832	7.905514	6.81122	7.790644	4.970702	10.454826	33.869529	2.435108	4.347646	3.475807	2.062757	4.681526	2.470183	1.13125	6.014287	1.637942	9.535815	4.167154	4.621913	5.645964	1.063985	4.628342	8.880587	8.415579	6.161079	4.816988	6.907189	11.297757	3.491624	11.342618	3.528015	4.317853	4.568108	9.562114	6.546401	9.373344	0.980469	1.619547	6.229769	1.090896	3.02813	2.548507	4.940838	7.11379	6.804911	30.310563	20.051834
hsa-miR-19b-3p|MIMAT0000074	110.235353	46.091418	87.274664	87.751211	96.492288	103.875243	70.891676	146.09244	408.525083	46.754075	69.050839	67.430648	47.030866	44.336801	29.024655	20.739581	193.208968	35.488746	132.309444	75.604082	46.083182	67.469279	60.381203	56.421692	49.815862	104.429693	125.275268	83.173332	66.309012	134.725745	112.895847	210.972697	76.012677	62.177079	157.02872	506.791972	758.29156	181.353812	40.199231	50.058716	63.543643	34.90866	58.880311	70.508682	33.597701	67.916565	77.689401	391.684442	275.37852
hsa-miR-19b-2-5p|MIMAT0004492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375893	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097795	NA	NA	NA	NA	NA	0.320729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-20a-5p|MIMAT0000075	232.1879	145.195827	593.489641	348.158861	325.154681	369.577183	241.55244	413.515889	325.732899	57.712062	93.73012	101.493552	46.618314	71.599803	31.494838	26.39583	357.098287	52.141157	301.123183	136.325468	130.365106	134.232811	69.691078	70.74751	499.342709	130.058959	228.44889	110.469595	91.174893	250.245304	121.042971	210.468582	179.928742	95.280616	104.495478	299.485371	279.313151	143.045367	51.96486	75.382536	170.07269	69.817319	126.508556	107.037276	172.929345	286.430723	210.385165	900.73581	732.560334
hsa-miR-20a-3p|MIMAT0004493	6.467891	1.887704	2.85068	2.687875	6.973392	4.100339	2.958751	4.677159	28.851823	3.409152	4.603389	3.475806	2.887859	3.57999	0.617546	1.131249	14.659825	1.637942	3.277937	7.441348	0.271878	0.988043	3.989946	4.407944	2.875618	8.798106	2.836053	7.064916	3.453595	15.251972	12.026705	23.945528	2.565829	3.742139	9.707231	40.925843	43.097146	7.33566	1.960938	2.208473	9.344653	NA	5.719802	11.89303	0.988168	2.147559	2.268303	14.117247	12.0311
hsa-miR-21-5p|MIMAT0000076	188610.532137	337181.520906	448697.683312	346059.630665	413671.027147	255451.092601	351492.056756	299961.61978	62412.346906	289727.448097	249914.933207	173379.49204	285993.877732	479444.936318	96970.134872	146482.529354	234318.87449	252041.080678	277191.863145	295587.251724	219616.808159	217449.249126	295771.613267	222340.257184	302518.28914	225251.788401	369051.649598	119890.339664	182408.495297	215914.810402	105341.913415	252066.751053	326068.082346	210524.967407	188524.969281	196859.419741	154468.901305	88629.034461	37338.222603	99361.103559	128131.393304	58482.913306	157138.430307	58520.506981	103850.494186	429973.324627	290304.11714	312935.247225	348895.895892
hsa-miR-21-3p|MIMAT0004494	2272.198087	2714.831625	2302.47228	1603.55457	1593.50119	1249.919875	1498.074856	1588.858455	1159.090622	2561.246621	1610.419006	3334.688895	2385.37257	23256.992343	610.135286	2780.612187	1873.07449	2423.608421	2002.074337	6117.382183	2767.437764	2190.352005	1769.142694	3652.86377	1863.908305	2164.334084	2646.427819	1989.094983	6934.817552	4259.53658	1682.186935	5446.725232	1075.402973	1841.132387	1808.114331	3191.450711	2176.678655	932.036337	344.144639	1000.438165	1696.989031	826.898869	4614.534152	1738.930984	1209.51724	1323.030771	2239.760829	2278.413174	3846.275952
hsa-miR-22-5p|MIMAT0004495	12.373357	22.652437	22.147591	23.242212	28.542256	16.67471	25.445259	33.01524	17.980121	33.360979	10.357626	20.159679	23.515433	16.798415	3.08773	4.525	40.220544	58.965917	15.942692	25.895886	14.001675	12.985718	45.4854	10.579066	11.756205	26.394318	62.393147	21.194749	20.721566	29.939055	8.535081	15.12349	7.056031	27.634257	10.849257	81.086715	48.552479	5.297977	6.863283	4.564178	24.919076	21.817912	9.757309	17.839545	23.716025	13.019577	9.829315	30.587373	27.73837
hsa-miR-22-3p|MIMAT0000077	50095.874764	65259.625241	73280.894714	79296.579964	83320.359581	48440.716417	93003.370253	81866.791757	43796.230863	83780.622093	46535.406137	98764.350736	101441.45482	64324.710608	30576.54697	96773.147446	75957.812785	135346.71004	45196.936203	71331.855185	50346.48707	43515.143747	116512.051765	55871.580701	85565.045941	74924.670998	137679.866828	74407.373977	102957.174737	50873.231832	30902.037826	30235.134995	68621.165331	122422.637756	38018.937092	75159.35261	46176.137487	66880.840765	29748.411641	23156.131369	59331.072341	68149.339246	27396.167934	56142.750347	159793.631061	81677.855895	66659.584521	81071.067335	118786.730365
hsa-miR-23a-5p|MIMAT0004496	4.405667	0.943852	1.754266	0.790552	1.297375	0.68339	0.59175	2.476143	3.345139	2.92213	1.406591	2.085483	2.475308	NA	1.852638	NA	3.007144	3.548875	1.489971	5.357769	2.039079	0.564596	2.393968	17.63178	1.437809	4.207789	3.129437	11.881904	11.742221	3.389328	NA	NA	0.320729	6.620708	2.855069	6.502238	12.547269	0.815073	0.980469	NA	4.983816	22.908808	1.009377	23.786061	16.79885	0.402667	1.134152	1.937662	2.005184
hsa-miR-23a-3p|MIMAT0000078	4541.021614	1465.801428	2060.05484	2058.437877	2044.663442	1295.43363	1373.215562	2213.671887	2865.11145	2925.782291	2306.04227	5326.326107	2228.603017	1583.732527	1734.686255	1533.597742	5345.573412	4287.313622	2440.572867	1998.448032	1792.214336	2172.990663	5299.980202	4383.480606	2133.624411	5601.333335	4423.067783	3179.212194	2939.699554	3986.695764	1561.919879	1330.615137	1443.599394	3576.909161	3433.789839	9565.172493	8557.238461	3288.820825	2766.883677	1047.405019	3903.573147	4511.944218	1123.099891	4132.828163	6949.783296	2868.468168	2640.30545	4458.697635	6977.369834
hsa-miR-24-1-5p|MIMAT0000079	3.655766	3.932716	7.236344	6.324411	6.162533	4.373696	2.48535	6.878175	66.484635	16.802245	3.964032	10.42742	7.425923	3.579992	1.852638	3.393749	20.298219	21.839226	6.853866	3.571847	5.573484	3.105279	12.501832	6.832313	2.960195	5.737895	7.921388	12.524169	6.216471	7.90843	5.431414	5.293221	2.886558	4.605712	6.28115	17.594292	10.910665	12.633638	0.980469	2.650168	10.590607	7.63627	2.691672	2.548506	0.988168	1.744891	2.646355	7.058624	2.33938
hsa-miR-24-3p|MIMAT0000080	1337.166077	547.905815	1389.59684	714.974733	661.985739	599.879533	522.633794	1090.328323	1731.10937	1085.814669	620.818189	1275.621041	668.745922	494.864781	248.870975	359.737457	2797.395214	1826.305513	1165.306493	1291.817763	1083.838358	1003.429075	1120.377242	768.525157	915.884517	879.810603	2270.11304	904.951513	830.244096	1615.579158	1310.522938	608.468445	783.860683	841.117707	1078.073539	7380.421006	2520.364762	726.637861	1733.469291	1123.965407	1520.686573	1009.078436	2083.69012	1517.210913	1481.263351	967.341259	1006.937796	3347.448737	3095.66897
hsa-miR-24-2-5p|MIMAT0004497	28.964903	14.157773	13.705196	23.400325	16.379363	19.271592	13.373554	24.76143	22.161544	25.568635	13.682297	27.111292	13.201647	12.667659	4.940367	4.902082	68.412515	73.161416	21.157591	25.895887	20.526728	12.279972	28.993615	16.750189	10.064665	19.126317	37.944423	35.966847	37.989539	35.30549	34.140325	9.57821	21.488818	27.634259	22.269528	162.555918	41.460543	19.969298	3.921876	6.919883	35.509683	21.817911	10.093768	35.679091	11.858013	15.838247	11.908595	44.289405	33.085525
hsa-miR-25-5p|MIMAT0004498	0.468688	0.471926	0.328925	NA	NA	0.273356	0.2367	NA	NA	0.487022	0.127872	NA	0.412551	0.826152	NA	0.377083	1.127679	NA	NA	0.297654	0.271878	0.141149	NA	NA	0.169154	0.382526	0.39118	NA	0.690719	NA	1.551833	1.26029	NA	NA	0.285507	NA	0.545533	NA	NA	0.294463	1.868931	3.272687	0.672918	NA	0.988168	0.53689	0.567076	0.138404	NA
hsa-miR-25-3p|MIMAT0000081	7741.971288	9544.541297	1743.081154	8210.825526	6256.59229	15330.482507	6476.706166	9508.114183	13413.170647	5588.329404	12345.522725	6869.584258	8456.067393	6215.138128	4978.654529	5976.393078	51369.528318	6516.552907	9511.08233	8348.595537	6967.396354	9782.763039	5850.326961	5341.106595	7819.568127	5569.201119	7770.489452	6892.146674	5777.863428	10158.942486	34640.791403	4606.111202	21906.083614	5907.686039	6710.265455	3476.784147	18297.193555	6559.302493	18225.939288	14656.308636	12182.312939	11225.31576	22836.813049	17461.517551	13377.814054	7367.068088	9131.623423	14827.539817	11453.273377
hsa-miR-26a-5p|MIMAT0000082	1421.436131	819.57775	1219.323536	1288.282649	1282.293295	1651.343019	1517.720965	2783.735042	3549.192356	1765.209809	1583.693772	1404.921046	920.402319	830.833079	922.613481	551.672855	1759.930716	946.730566	3709.879354	2990.82601	3448.490086	3166.821598	1356.050141	2313.289377	1893.256531	1637.212772	4522.622996	2197.510002	1344.138942	1344.997891	3521.108999	2450.005519	1435.581184	954.821159	1842.946155	2007.661169	2900.60161	2203.958242	2639.4227	4281.198067	1338.77732	1245.802781	2855.190435	1105.20235	1654.192696	2458.41855	2178.894681	3040.05257	2179.96855
hsa-miR-26a-1-3p|MIMAT0004499	1.218588	0.471926	0.438567	0.316221	0.648688	0.410034	0.9468	0.825381	63.557639	7.792346	11.764218	18.074195	5.363168	18.726102	12.968463	1.885416	10.900896	4.367845	1.787965	4.762462	0.543755	0.988044	6.915908	16.088999	0.253731	14.536	1.075744	13.487567	26.247318	9.885537	10.474872	6.301454	4.4902	4.029996	5.710135	5.354783	20.184739	13.856247	NA	0.883389	4.360838	9.81806	0.336459	16.990043	NA	0.53689	0.756101	1.522449	1.336789
hsa-miR-26b-5p|MIMAT0000083	509.276081	360.708594	293.948961	517.653093	502.57075	662.068001	513.639192	1707.16307	1179.997741	498.223103	533.353794	586.716162	332.103929	267.673103	379.173144	85.597908	674.727816	387.100331	1124.928276	629.240268	592.012549	567.842899	581.468341	561.792551	293.651404	555.810783	1122.685465	852.928041	473.142434	635.498795	985.025973	1295.831107	404.118026	536.853018	971.865022	1245.752032	3087.174069	720.932348	190.210997	825.674351	343.260261	455.994362	614.710455	420.503586	96.840432	479.576845	429.46549	567.458025	655.69497
hsa-miR-26b-3p|MIMAT0004500	35.339055	10.696984	7.455625	15.336698	12.649409	16.264677	14.675406	42.919813	125.024565	32.630447	30.689262	64.650003	28.466051	17.899951	61.754583	6.410416	37.589295	21.566237	40.229223	35.42081	17.943894	17.079043	29.52561	30.855614	16.577095	41.312845	29.92524	62.299714	35.226664	31.916162	27.545034	45.370473	10.904772	43.178528	31.405743	23.331557	88.376425	31.380323	NA	3.386325	31.771821	68.726423	6.39272	66.261171	22.727857	10.469351	14.554948	17.992571	31.080342
hsa-miR-27a-5p|MIMAT0004501	13.404469	2.988863	11.731645	8.379845	6.486876	12.437694	11.479954	7.978683	13.798697	8.035857	7.92806	6.951613	9.076132	6.333829	3.087729	6.033332	9.773216	9.554662	11.323781	67.269773	49.753523	32.323148	5.585925	57.30328	4.736313	10.32821	47.234938	46.885352	27.628756	13.274865	34.916241	3.024698	7.376759	10.938561	22.269528	29.068823	29.458809	23.22959	12.746098	30.03523	11.213585	22.908808	22.542749	62.863162	43.479379	10.066684	14.932999	11.072351	12.699493
hsa-miR-27a-3p|MIMAT0000084	1993.610102	613.975422	674.9533	777.902632	1051.522666	724.119792	635.658087	1621.048316	831.685154	826.232154	686.416487	994.080702	635.329256	384.711241	252.576249	263.958304	1867.436095	1241.014179	1324.733416	762.589198	726.59175	1215.152753	1655.030203	1018.676018	691.755424	1060.745565	2876.441424	762.368663	669.306594	1308.562626	681.254671	450.932085	569.613983	619.755789	1251.376145	4951.6444	3008.617241	429.543638	389.246215	729.679402	536.383097	403.631375	705.554365	419.654082	640.332657	1217.666144	1235.847438	2815.975852	3663.804268
hsa-miR-28-5p|MIMAT0000085	96.924621	72.204641	73.35019	83.166012	57.895373	112.212598	91.366233	131.510709	170.183938	73.053242	99.740101	51.441938	58.582306	29.466073	35.817659	33.937495	263.125055	109.469133	126.34956	112.810814	98.963294	73.962137	61.445188	86.175317	91.427755	90.276218	128.404705	100.83562	84.267705	97.725593	205.617867	57.721323	41.053261	152.276272	67.950611	218.398654	220.941065	82.72994	53.925798	61.542774	108.397978	83.998962	60.899066	111.284786	104.745774	94.626833	67.671058	192.935727	119.308413
